accountname,transactionstring1,ipaddress,deviceaction,deviceinboundinterface,sourceaddress,sourceport,deviceaddress,devicehostname,resourcegroupid,resourcegroupname,devicecustomstring1,devicedirection,devicefacility,resourcename,resourcetype,destinationaddress,destinationport,transportprotocol,customnumber1,customnumber10,customnumber6,customstring55,customstring74,invalid,categorybehavior,categoryobject,categoryoutcome,categoryseverity,customstring15,customstring57,customstring6,customstring63,customstring67,customstring68,customstring69,freq,transactionstring4,eventcity,eventcountry,eventlatitude,eventlongitude,eventregion,category,policyid,policyname,riskthreatname,violator,criticality,tenantname,SiemId,eventid,formatteddate,generationtime,publishedtime,receivedtime,risktypeid,indexedat,rawevent,week,month,hour,year,dayofweek,categorizedtime,dayofyear,dayofmonth,eventtime
"UNKNOWN","Checkpoint Next Generation Firewall Event","207.90.244.10","Accept","eth5","207.90.244.10","18438","10.83.152.36","chkmgmt-hisysmc","4","HSI_Checkpont_firewall","Standard","inbound","VPN-1 & FireWall-1","HSI_Checkpont_firewall","Check Point Next Generation Firewall","122.186.40.52","23023","TCP","1","65536","6","geo_protection","HISYSMC-FW2","false","Connection Request","Network","Success","0","","","","","","","","","","","United States","37.751","-97.822","North America","ALERT","1755","Hitachi Malicious IP detection_HSI","Activity from malicious address","Activityip","Medium","Hitachi Systems India Pvt Ltd","{0x65e4bb3d,0x4,0x898530a,0x3fffcb4a}","75d017b7-938a-4a54-bfe6-f20af06ddfe6","","2024-03-03 23:35:00","2024-03-03 23:32:00","2024-03-03 23:32:16","3588","2024-03-03 23:36:01","Mar  3 23:31:37 10.83.152.8 1 2024-03-03T18:00:50Z chkmgmt-hisysmc CheckPoint 52042 - [action:""Accept""; flags:""393216""; ifdir:""inbound""; ifname:""eth5""; logid:""65536""; loguid:""{0x65e4bb3d,0x4,0x898530a,0x3fffcb4a}""; origin:""10.83.152.36""; originsicname:""CN=HISYSMC-FW2,O=chkmgmt-hisysmc.microclinic.in.ynni43""; sequencenum:""1""; time:""1709488850""; version:""5""; __policy_id_tag:""product=VPN-1 & FireWall-1[db_tag={1E53ABA2-E497-2049-8566-3F2EB71B4FD5};mgmt=chkmgmt-hisysmc;date=1709376413;policy_name=Standard\]""; dst:""122.186.40.52""; dst_country:""IND""; inspection_information:""Geo-location inbound enforcement""; inspection_profile:""Geo_settings_upgraded_from_Recommended_Protection""; product:""VPN-1 & FireWall-1""; protection_type:""geo_protection""; proto:""6""; s_port:""18438""; service:""23023""; src:""207.90.244.10""; src_country:""USA""]","10","3","23","2024","1","Evening","63","3","2024-03-03 23:30:50"
"UNKNOWN","Checkpoint Next Generation Firewall Event","207.90.244.10","Drop","eth5","207.90.244.10","18438","10.83.152.36","chkmgmt-hisysmc","4","HSI_Checkpont_firewall","Standard","inbound","VPN-1 & FireWall-1","HSI_Checkpont_firewall","Check Point Next Generation Firewall","122.186.40.52","23023","TCP","2","0","6","","HISYSMC-FW2","false","Packet Drop","Network","Success","0","Block-IP Policy","Network","All_Port_TCP","Drop","cc708a7f-d361-49e8-bd65-4f0fea8f6852","External","Local","","","","United States","37.751","-97.822","North America","ALERT","1755","Hitachi Malicious IP detection_HSI","Activity from malicious address","Activityip","Medium","Hitachi Systems India Pvt Ltd","{0x65e4bb3e,0x26,0x898530a,0x3fffcb4a}","9f4b7c09-f247-4c62-bcf4-6c42c8bc8bcb","","2024-03-03 23:34:27","2024-03-03 23:32:00","2024-03-03 23:32:17","3588","2024-03-03 23:36:01","Mar  3 23:31:38 10.83.152.8 1 2024-03-03T18:00:50Z chkmgmt-hisysmc CheckPoint 52042 - [action:""Drop""; flags:""400644""; ifdir:""inbound""; ifname:""eth5""; logid:""0""; loguid:""{0x65e4bb3e,0x26,0x898530a,0x3fffcb4a}""; origin:""10.83.152.36""; originsicname:""CN=HISYSMC-FW2,O=chkmgmt-hisysmc.microclinic.in.ynni43""; sequencenum:""2""; time:""1709488850""; version:""5""; __policy_id_tag:""product=VPN-1 & FireWall-1[db_tag={1E53ABA2-E497-2049-8566-3F2EB71B4FD5};mgmt=chkmgmt-hisysmc;date=1709376413;policy_name=Standard\]""; dst:""122.186.40.52""; inzone:""External""; layer_name:""Network""; layer_uuid:""7991c42d-bf80-4c11-b6a8-bcc28df4b28f""; match_id:""1""; parent_rule:""0""; rule_action:""Drop""; rule_name:""Block-IP Policy""; rule_uid:""cc708a7f-d361-49e8-bd65-4f0fea8f6852""; outzone:""Local""; product:""VPN-1 & FireWall-1""; proto:""6""; s_port:""18438""; service:""23023""; service_id:""All_Port_TCP""; src:""207.90.244.10""]","10","3","23","2024","1","Evening","63","3","2024-03-03 23:30:50"
"UNKNOWN","Checkpoint Next Generation Firewall Event","207.90.244.10","Drop","eth5","207.90.244.10","18438","10.83.152.36","chkmgmt-hisysmc","4","HSI_Checkpont_firewall","Standard","inbound","VPN-1 & FireWall-1","HSI_Checkpont_firewall","Check Point Next Generation Firewall","122.186.40.52","23023","TCP","2","0","6","","HISYSMC-FW2","false","Packet Drop","Network","Success","0","Block-IP Policy","Network","All_Port_TCP","Drop","cc708a7f-d361-49e8-bd65-4f0fea8f6852","External","Local","","","","United States","37.751","-97.822","North America","ALERT","1755","Hitachi Malicious IP detection_HSI","Activity from malicious address","Activityip","Medium","Hitachi Systems India Pvt Ltd","{0x65e4bb3e,0x26,0x898530a,0x3fffcaad}","e51f4a35-276f-4409-b5ab-2f681d6722d0","","2024-03-03 23:34:25","2024-03-03 23:31:00","2024-03-03 23:32:08","3588","2024-03-03 23:36:01","Mar  3 23:30:28 10.83.152.8 1 2024-03-03T18:00:50Z chkmgmt-hisysmc CheckPoint 51885 - [action:""Drop""; flags:""400644""; ifdir:""inbound""; ifname:""eth5""; logid:""0""; loguid:""{0x65e4bb3e,0x26,0x898530a,0x3fffcaad}""; origin:""10.83.152.36""; originsicname:""CN=HISYSMC-FW2,O=chkmgmt-hisysmc.microclinic.in.ynni43""; sequencenum:""2""; time:""1709488850""; version:""5""; __policy_id_tag:""product=VPN-1 & FireWall-1[db_tag={1E53ABA2-E497-2049-8566-3F2EB71B4FD5};mgmt=chkmgmt-hisysmc;date=1709376413;policy_name=Standard\]""; dst:""122.186.40.52""; inzone:""External""; layer_name:""Network""; layer_uuid:""7991c42d-bf80-4c11-b6a8-bcc28df4b28f""; match_id:""1""; parent_rule:""0""; rule_action:""Drop""; rule_name:""Block-IP Policy""; rule_uid:""cc708a7f-d361-49e8-bd65-4f0fea8f6852""; outzone:""Local""; product:""VPN-1 & FireWall-1""; proto:""6""; s_port:""18438""; service:""23023""; service_id:""All_Port_TCP""; src:""207.90.244.10""]","10","3","23","2024","1","Evening","63","3","2024-03-03 23:30:50"
"UNKNOWN","Checkpoint Next Generation Firewall Event","207.90.244.10","Drop","eth2","207.90.244.10","18438","10.83.152.35","chkmgmt-hisysmc","4","HSI_Checkpont_firewall","Standard","inbound","VPN-1 & FireWall-1","HSI_Checkpont_firewall","Check Point Next Generation Firewall","220.227.107.78","23023","TCP","4","0","6","","HISYSMC-FW1","false","Packet Drop","Network","Success","0","Block-IP Policy","Network","All_Port_TCP","Drop","cc708a7f-d361-49e8-bd65-4f0fea8f6852","External","External","","","","United States","37.751","-97.822","North America","ALERT","1755","Hitachi Malicious IP detection_HSI","Activity from malicious address","Activityip","Medium","Hitachi Systems India Pvt Ltd","{0x65e4bb2e,0xd,0x898530a,0x3fffcaad}","6a7061b9-3e6b-47c4-b76a-43fa7a03edd0","","2024-03-03 23:34:29","2024-03-03 23:31:00","2024-03-03 23:32:00","3588","2024-03-03 23:36:01","Mar  3 23:30:12 10.83.152.8 1 2024-03-03T18:00:47Z chkmgmt-hisysmc CheckPoint 51885 - [action:""Drop""; flags:""400644""; ifdir:""inbound""; ifname:""eth2""; logid:""0""; loguid:""{0x65e4bb2e,0xd,0x898530a,0x3fffcaad}""; origin:""10.83.152.35""; originsicname:""CN=HISYSMC-FW1,O=chkmgmt-hisysmc.microclinic.in.ynni43""; sequencenum:""4""; time:""1709488847""; version:""5""; __policy_id_tag:""product=VPN-1 & FireWall-1[db_tag={1E53ABA2-E497-2049-8566-3F2EB71B4FD5};mgmt=chkmgmt-hisysmc;date=1709376413;policy_name=Standard\]""; dst:""220.227.107.78""; inzone:""External""; layer_name:""Network""; layer_uuid:""7991c42d-bf80-4c11-b6a8-bcc28df4b28f""; match_id:""1""; parent_rule:""0""; rule_action:""Drop""; rule_name:""Block-IP Policy""; rule_uid:""cc708a7f-d361-49e8-bd65-4f0fea8f6852""; outzone:""External""; product:""VPN-1 & FireWall-1""; proto:""6""; s_port:""18438""; service:""23023""; service_id:""All_Port_TCP""; src:""207.90.244.10""]","10","3","23","2024","1","Evening","63","3","2024-03-03 23:30:47"
"UNKNOWN","Checkpoint Next Generation Firewall Event","207.90.244.10","Accept","eth2","207.90.244.10","18438","10.83.152.35","chkmgmt-hisysmc","4","HSI_Checkpont_firewall","Standard","inbound","VPN-1 & FireWall-1","HSI_Checkpont_firewall","Check Point Next Generation Firewall","220.227.107.78","23023","TCP","3","65536","6","geo_protection","HISYSMC-FW1","false","Connection Request","Network","Success","0","","","","","","","","","","","United States","37.751","-97.822","North America","ALERT","1755","Hitachi Malicious IP detection_HSI","Activity from malicious address","Activityip","Medium","Hitachi Systems India Pvt Ltd","{0x65e4bb2e,0xc,0x898530a,0x3fffcaad}","aff46bc7-7294-4c29-b25a-cbaf4243778f","","2024-03-03 23:34:11","2024-03-03 23:31:00","2024-03-03 23:32:14","3588","2024-03-03 23:36:01","Mar  3 23:30:12 10.83.152.8 1 2024-03-03T18:00:47Z chkmgmt-hisysmc CheckPoint 51885 - [action:""Accept""; flags:""393216""; ifdir:""inbound""; ifname:""eth2""; logid:""65536""; loguid:""{0x65e4bb2e,0xc,0x898530a,0x3fffcaad}""; origin:""10.83.152.35""; originsicname:""CN=HISYSMC-FW1,O=chkmgmt-hisysmc.microclinic.in.ynni43""; sequencenum:""3""; time:""1709488847""; version:""5""; __policy_id_tag:""product=VPN-1 & FireWall-1[db_tag={1E53ABA2-E497-2049-8566-3F2EB71B4FD5};mgmt=chkmgmt-hisysmc;date=1709376413;policy_name=Standard\]""; dst:""220.227.107.78""; dst_country:""IND""; inspection_information:""Geo-location inbound enforcement""; inspection_profile:""Geo_settings_upgraded_from_Recommended_Protection""; product:""VPN-1 & FireWall-1""; protection_type:""geo_protection""; proto:""6""; s_port:""18438""; service:""23023""; src:""207.90.244.10""; src_country:""USA""]","10","3","23","2024","1","Evening","63","3","2024-03-03 23:30:47"
"UNKNOWN","Checkpoint Next Generation Firewall Event","207.90.244.10","Drop","eth2","207.90.244.10","18438","10.83.152.35","chkmgmt-hisysmc","4","HSI_Checkpont_firewall","Standard","inbound","VPN-1 & FireWall-1","HSI_Checkpont_firewall","Check Point Next Generation Firewall","220.227.107.78","23023","TCP","4","0","6","","HISYSMC-FW1","false","Packet Drop","Network","Success","0","Block-IP Policy","Network","All_Port_TCP","Drop","cc708a7f-d361-49e8-bd65-4f0fea8f6852","External","External","","","","United States","37.751","-97.822","North America","ALERT","1755","Hitachi Malicious IP detection_HSI","Activity from malicious address","Activityip","Medium","Hitachi Systems India Pvt Ltd","{0x65e4bb2e,0xd,0x898530a,0x3fffcb4a}","b1290d81-0c82-4790-aa36-b02d2f21053c","","2024-03-03 23:34:27","2024-03-03 23:32:00","2024-03-03 23:32:07","3588","2024-03-03 23:36:01","Mar  3 23:31:22 10.83.152.8 1 2024-03-03T18:00:47Z chkmgmt-hisysmc CheckPoint 52042 - [action:""Drop""; flags:""400644""; ifdir:""inbound""; ifname:""eth2""; logid:""0""; loguid:""{0x65e4bb2e,0xd,0x898530a,0x3fffcb4a}""; origin:""10.83.152.35""; originsicname:""CN=HISYSMC-FW1,O=chkmgmt-hisysmc.microclinic.in.ynni43""; sequencenum:""4""; time:""1709488847""; version:""5""; __policy_id_tag:""product=VPN-1 & FireWall-1[db_tag={1E53ABA2-E497-2049-8566-3F2EB71B4FD5};mgmt=chkmgmt-hisysmc;date=1709376413;policy_name=Standard\]""; dst:""220.227.107.78""; inzone:""External""; layer_name:""Network""; layer_uuid:""7991c42d-bf80-4c11-b6a8-bcc28df4b28f""; match_id:""1""; parent_rule:""0""; rule_action:""Drop""; rule_name:""Block-IP Policy""; rule_uid:""cc708a7f-d361-49e8-bd65-4f0fea8f6852""; outzone:""External""; product:""VPN-1 & FireWall-1""; proto:""6""; s_port:""18438""; service:""23023""; service_id:""All_Port_TCP""; src:""207.90.244.10""]","10","3","23","2024","1","Evening","63","3","2024-03-03 23:30:47"
"UNKNOWN","Checkpoint Next Generation Firewall Event","207.90.244.10","Accept","eth2","207.90.244.10","18438","10.83.152.35","chkmgmt-hisysmc","4","HSI_Checkpont_firewall","Standard","inbound","VPN-1 & FireWall-1","HSI_Checkpont_firewall","Check Point Next Generation Firewall","220.227.107.78","23023","TCP","3","65536","6","geo_protection","HISYSMC-FW1","false","Connection Request","Network","Success","0","","","","","","","","","","","United States","37.751","-97.822","North America","ALERT","1755","Hitachi Malicious IP detection_HSI","Activity from malicious address","Activityip","Medium","Hitachi Systems India Pvt Ltd","{0x65e4bb2e,0xc,0x898530a,0x3fffcb4a}","ba1424fc-bfcb-41e6-8a75-b74e17dbdff4","","2024-03-03 23:34:06","2024-03-03 23:32:00","2024-03-03 23:32:01","3588","2024-03-03 23:36:01","Mar  3 23:31:22 10.83.152.8 1 2024-03-03T18:00:47Z chkmgmt-hisysmc CheckPoint 52042 - [action:""Accept""; flags:""393216""; ifdir:""inbound""; ifname:""eth2""; logid:""65536""; loguid:""{0x65e4bb2e,0xc,0x898530a,0x3fffcb4a}""; origin:""10.83.152.35""; originsicname:""CN=HISYSMC-FW1,O=chkmgmt-hisysmc.microclinic.in.ynni43""; sequencenum:""3""; time:""1709488847""; version:""5""; __policy_id_tag:""product=VPN-1 & FireWall-1[db_tag={1E53ABA2-E497-2049-8566-3F2EB71B4FD5};mgmt=chkmgmt-hisysmc;date=1709376413;policy_name=Standard\]""; dst:""220.227.107.78""; dst_country:""IND""; inspection_information:""Geo-location inbound enforcement""; inspection_profile:""Geo_settings_upgraded_from_Recommended_Protection""; product:""VPN-1 & FireWall-1""; protection_type:""geo_protection""; proto:""6""; s_port:""18438""; service:""23023""; src:""207.90.244.10""; src_country:""USA""]","10","3","23","2024","1","Evening","63","3","2024-03-03 23:30:47"
"UNKNOWN","Checkpoint Next Generation Firewall Event","207.90.244.10","Drop","eth2","207.90.244.10","18639","10.83.152.35","chkmgmt-hisysmc","4","HSI_Checkpont_firewall","Standard","inbound","VPN-1 & FireWall-1","HSI_Checkpont_firewall","Check Point Next Generation Firewall","220.227.107.97","2455","TCP","41","0","6","","HISYSMC-FW1","false","Packet Drop","Network","Success","0","Block-IP Policy","Network","All_Port_TCP","Drop","cc708a7f-d361-49e8-bd65-4f0fea8f6852","External","Internal","","","","United States","37.751","-97.822","North America","ALERT","1755","Hitachi Malicious IP detection_HSI","Activity from malicious address","Activityip","Medium","Hitachi Systems India Pvt Ltd","{0x65e4ba26,0xc,0x898530a,0x3fffcb4a}","01c1b6a2-9e7e-47ea-a918-49bfe08f62e8","","2024-03-03 23:28:57","2024-03-03 23:27:00","2024-03-03 23:27:15","3588","2024-03-03 23:30:01","Mar  3 23:26:58 10.83.152.8 1 2024-03-03T17:56:23Z chkmgmt-hisysmc CheckPoint 52042 - [action:""Drop""; flags:""400644""; ifdir:""inbound""; ifname:""eth2""; logid:""0""; loguid:""{0x65e4ba26,0xc,0x898530a,0x3fffcb4a}""; origin:""10.83.152.35""; originsicname:""CN=HISYSMC-FW1,O=chkmgmt-hisysmc.microclinic.in.ynni43""; sequencenum:""41""; time:""1709488583""; version:""5""; __policy_id_tag:""product=VPN-1 & FireWall-1[db_tag={1E53ABA2-E497-2049-8566-3F2EB71B4FD5};mgmt=chkmgmt-hisysmc;date=1709376413;policy_name=Standard\]""; dst:""220.227.107.97""; inzone:""External""; layer_name:""Network""; layer_uuid:""7991c42d-bf80-4c11-b6a8-bcc28df4b28f""; match_id:""1""; parent_rule:""0""; rule_action:""Drop""; rule_name:""Block-IP Policy""; rule_uid:""cc708a7f-d361-49e8-bd65-4f0fea8f6852""; outzone:""Internal""; product:""VPN-1 & FireWall-1""; proto:""6""; s_port:""18639""; service:""2455""; service_id:""All_Port_TCP""; src:""207.90.244.10""]","10","3","23","2024","1","Evening","63","3","2024-03-03 23:26:23"
"UNKNOWN","Checkpoint Next Generation Firewall Event","207.90.244.10","Accept","eth2","207.90.244.10","18639","10.83.152.35","chkmgmt-hisysmc","4","HSI_Checkpont_firewall","Standard","inbound","VPN-1 & FireWall-1","HSI_Checkpont_firewall","Check Point Next Generation Firewall","220.227.107.97","2455","TCP","40","65536","6","geo_protection","HISYSMC-FW1","false","Connection Request","Network","Success","0","","","","","","","","","","","United States","37.751","-97.822","North America","ALERT","1755","Hitachi Malicious IP detection_HSI","Activity from malicious address","Activityip","Medium","Hitachi Systems India Pvt Ltd","{0x65e4ba26,0xb,0x898530a,0x3fffcaad}","5d612549-93be-49bc-a327-08b858f1b5ad","","2024-03-03 23:28:02","2024-03-03 23:26:00","2024-03-03 23:27:00","3588","2024-03-03 23:30:01","Mar  3 23:25:48 10.83.152.8 1 2024-03-03T17:56:23Z chkmgmt-hisysmc CheckPoint 51885 - [action:""Accept""; flags:""393216""; ifdir:""inbound""; ifname:""eth2""; logid:""65536""; loguid:""{0x65e4ba26,0xb,0x898530a,0x3fffcaad}""; origin:""10.83.152.35""; originsicname:""CN=HISYSMC-FW1,O=chkmgmt-hisysmc.microclinic.in.ynni43""; sequencenum:""40""; time:""1709488583""; version:""5""; __policy_id_tag:""product=VPN-1 & FireWall-1[db_tag={1E53ABA2-E497-2049-8566-3F2EB71B4FD5};mgmt=chkmgmt-hisysmc;date=1709376413;policy_name=Standard\]""; dst:""220.227.107.97""; dst_country:""IND""; inspection_information:""Geo-location inbound enforcement""; inspection_profile:""Geo_settings_upgraded_from_Recommended_Protection""; product:""VPN-1 & FireWall-1""; protection_type:""geo_protection""; proto:""6""; s_port:""18639""; service:""2455""; src:""207.90.244.10""; src_country:""USA""]","10","3","23","2024","1","Evening","63","3","2024-03-03 23:26:23"
"UNKNOWN","Checkpoint Next Generation Firewall Event","207.90.244.10","Drop","eth2","207.90.244.10","18639","10.83.152.35","chkmgmt-hisysmc","4","HSI_Checkpont_firewall","Standard","inbound","VPN-1 & FireWall-1","HSI_Checkpont_firewall","Check Point Next Generation Firewall","220.227.107.97","2455","TCP","41","0","6","","HISYSMC-FW1","false","Packet Drop","Network","Success","0","Block-IP Policy","Network","All_Port_TCP","Drop","cc708a7f-d361-49e8-bd65-4f0fea8f6852","External","Internal","","","","United States","37.751","-97.822","North America","ALERT","1755","Hitachi Malicious IP detection_HSI","Activity from malicious address","Activityip","Medium","Hitachi Systems India Pvt Ltd","{0x65e4ba26,0xc,0x898530a,0x3fffcaad}","6ccc4d28-5448-4e64-bdde-6c625274db5d","","2024-03-03 23:28:32","2024-03-03 23:26:00","2024-03-03 23:27:14","3588","2024-03-03 23:30:01","Mar  3 23:25:48 10.83.152.8 1 2024-03-03T17:56:23Z chkmgmt-hisysmc CheckPoint 51885 - [action:""Drop""; flags:""400644""; ifdir:""inbound""; ifname:""eth2""; logid:""0""; loguid:""{0x65e4ba26,0xc,0x898530a,0x3fffcaad}""; origin:""10.83.152.35""; originsicname:""CN=HISYSMC-FW1,O=chkmgmt-hisysmc.microclinic.in.ynni43""; sequencenum:""41""; time:""1709488583""; version:""5""; __policy_id_tag:""product=VPN-1 & FireWall-1[db_tag={1E53ABA2-E497-2049-8566-3F2EB71B4FD5};mgmt=chkmgmt-hisysmc;date=1709376413;policy_name=Standard\]""; dst:""220.227.107.97""; inzone:""External""; layer_name:""Network""; layer_uuid:""7991c42d-bf80-4c11-b6a8-bcc28df4b28f""; match_id:""1""; parent_rule:""0""; rule_action:""Drop""; rule_name:""Block-IP Policy""; rule_uid:""cc708a7f-d361-49e8-bd65-4f0fea8f6852""; outzone:""Internal""; product:""VPN-1 & FireWall-1""; proto:""6""; s_port:""18639""; service:""2455""; service_id:""All_Port_TCP""; src:""207.90.244.10""]","10","3","23","2024","1","Evening","63","3","2024-03-03 23:26:23"
"UNKNOWN","Checkpoint Next Generation Firewall Event","207.90.244.10","Accept","eth2","207.90.244.10","18639","10.83.152.35","chkmgmt-hisysmc","4","HSI_Checkpont_firewall","Standard","inbound","VPN-1 & FireWall-1","HSI_Checkpont_firewall","Check Point Next Generation Firewall","220.227.107.97","2455","TCP","40","65536","6","geo_protection","HISYSMC-FW1","false","Connection Request","Network","Success","0","","","","","","","","","","","United States","37.751","-97.822","North America","ALERT","1755","Hitachi Malicious IP detection_HSI","Activity from malicious address","Activityip","Medium","Hitachi Systems India Pvt Ltd","{0x65e4ba26,0xb,0x898530a,0x3fffcb4a}","7ffb907e-ba8a-4d65-83f4-2328ebce13f3","","2024-03-03 23:28:07","2024-03-03 23:27:00","2024-03-03 23:27:01","3588","2024-03-03 23:30:01","Mar  3 23:26:58 10.83.152.8 1 2024-03-03T17:56:23Z chkmgmt-hisysmc CheckPoint 52042 - [action:""Accept""; flags:""393216""; ifdir:""inbound""; ifname:""eth2""; logid:""65536""; loguid:""{0x65e4ba26,0xb,0x898530a,0x3fffcb4a}""; origin:""10.83.152.35""; originsicname:""CN=HISYSMC-FW1,O=chkmgmt-hisysmc.microclinic.in.ynni43""; sequencenum:""40""; time:""1709488583""; version:""5""; __policy_id_tag:""product=VPN-1 & FireWall-1[db_tag={1E53ABA2-E497-2049-8566-3F2EB71B4FD5};mgmt=chkmgmt-hisysmc;date=1709376413;policy_name=Standard\]""; dst:""220.227.107.97""; dst_country:""IND""; inspection_information:""Geo-location inbound enforcement""; inspection_profile:""Geo_settings_upgraded_from_Recommended_Protection""; product:""VPN-1 & FireWall-1""; protection_type:""geo_protection""; proto:""6""; s_port:""18639""; service:""2455""; src:""207.90.244.10""; src_country:""USA""]","10","3","23","2024","1","Evening","63","3","2024-03-03 23:26:23"
"UNKNOWN","Checkpoint Next Generation Firewall Event","207.90.244.10","Drop","eth5","207.90.244.10","29011","10.83.152.35","chkmgmt-hisysmc","4","HSI_Checkpont_firewall","Standard","inbound","VPN-1 & FireWall-1","HSI_Checkpont_firewall","Check Point Next Generation Firewall","122.186.40.50","8080","TCP","31","0","6","","HISYSMC-FW1","false","Packet Drop","Network","Success","0","Block-IP Policy","Network","HTTP_and_HTTPS_proxy","Drop","cc708a7f-d361-49e8-bd65-4f0fea8f6852","External","Local","","","","United States","37.751","-97.822","North America","ALERT","1755","Hitachi Malicious IP detection_HSI","Activity from malicious address","Activityip","Medium","Hitachi Systems India Pvt Ltd","{0x65e4b96a,0xe,0x898530a,0x3fffcaad}","37b59f77-a48f-459d-ae38-73fcaae82182","","2024-03-03 23:26:32","2024-03-03 23:23:00","2024-03-03 23:24:17","3588","2024-03-03 23:27:01","Mar  3 23:22:40 10.83.152.8 1 2024-03-03T17:53:14Z chkmgmt-hisysmc CheckPoint 51885 - [action:""Drop""; flags:""400644""; ifdir:""inbound""; ifname:""eth5""; logid:""0""; loguid:""{0x65e4b96a,0xe,0x898530a,0x3fffcaad}""; origin:""10.83.152.35""; originsicname:""CN=HISYSMC-FW1,O=chkmgmt-hisysmc.microclinic.in.ynni43""; sequencenum:""31""; time:""1709488394""; version:""5""; __policy_id_tag:""product=VPN-1 & FireWall-1[db_tag={1E53ABA2-E497-2049-8566-3F2EB71B4FD5};mgmt=chkmgmt-hisysmc;date=1709376413;policy_name=Standard\]""; dst:""122.186.40.50""; inzone:""External""; layer_name:""Network""; layer_uuid:""7991c42d-bf80-4c11-b6a8-bcc28df4b28f""; match_id:""1""; parent_rule:""0""; rule_action:""Drop""; rule_name:""Block-IP Policy""; rule_uid:""cc708a7f-d361-49e8-bd65-4f0fea8f6852""; outzone:""Local""; product:""VPN-1 & FireWall-1""; proto:""6""; s_port:""29011""; service:""8080""; service_id:""HTTP_and_HTTPS_proxy""; src:""207.90.244.10""]","10","3","23","2024","1","Evening","63","3","2024-03-03 23:23:14"
"UNKNOWN","Checkpoint Next Generation Firewall Event","207.90.244.10","Accept","eth5","207.90.244.10","29011","10.83.152.35","chkmgmt-hisysmc","4","HSI_Checkpont_firewall","Standard","inbound","VPN-1 & FireWall-1","HSI_Checkpont_firewall","Check Point Next Generation Firewall","122.186.40.50","8080","TCP","30","65536","6","geo_protection","HISYSMC-FW1","false","Connection Request","Network","Success","0","","","","","","","","","","","United States","37.751","-97.822","North America","ALERT","1755","Hitachi Malicious IP detection_HSI","Activity from malicious address","Activityip","Medium","Hitachi Systems India Pvt Ltd","{0x65e4b96a,0xd,0x898530a,0x3fffcb4a}","5f75aa36-d585-4e7d-98c0-3ff3d5c51cb7","","2024-03-03 23:26:22","2024-03-03 23:24:00","2024-03-03 23:24:07","3588","2024-03-03 23:27:01","Mar  3 23:23:49 10.83.152.8 1 2024-03-03T17:53:14Z chkmgmt-hisysmc CheckPoint 52042 - [action:""Accept""; flags:""393216""; ifdir:""inbound""; ifname:""eth5""; logid:""65536""; loguid:""{0x65e4b96a,0xd,0x898530a,0x3fffcb4a}""; origin:""10.83.152.35""; originsicname:""CN=HISYSMC-FW1,O=chkmgmt-hisysmc.microclinic.in.ynni43""; sequencenum:""30""; time:""1709488394""; version:""5""; __policy_id_tag:""product=VPN-1 & FireWall-1[db_tag={1E53ABA2-E497-2049-8566-3F2EB71B4FD5};mgmt=chkmgmt-hisysmc;date=1709376413;policy_name=Standard\]""; dst:""122.186.40.50""; dst_country:""IND""; inspection_information:""Geo-location inbound enforcement""; inspection_profile:""Geo_settings_upgraded_from_Recommended_Protection""; product:""VPN-1 & FireWall-1""; protection_type:""geo_protection""; proto:""6""; s_port:""29011""; service:""8080""; src:""207.90.244.10""; src_country:""USA""]","10","3","23","2024","1","Evening","63","3","2024-03-03 23:23:14"
"UNKNOWN","Checkpoint Next Generation Firewall Event","207.90.244.10","Accept","eth5","207.90.244.10","29011","10.83.152.35","chkmgmt-hisysmc","4","HSI_Checkpont_firewall","Standard","inbound","VPN-1 & FireWall-1","HSI_Checkpont_firewall","Check Point Next Generation Firewall","122.186.40.50","8080","TCP","30","65536","6","geo_protection","HISYSMC-FW1","false","Connection Request","Network","Success","0","","","","","","","","","","","United States","37.751","-97.822","North America","ALERT","1755","Hitachi Malicious IP detection_HSI","Activity from malicious address","Activityip","Medium","Hitachi Systems India Pvt Ltd","{0x65e4b96a,0xd,0x898530a,0x3fffcaad}","880ec1f9-4897-45ce-acb2-9d231758a6aa","","2024-03-03 23:26:35","2024-03-03 23:23:00","2024-03-03 23:24:18","3588","2024-03-03 23:27:01","Mar  3 23:22:40 10.83.152.8 1 2024-03-03T17:53:14Z chkmgmt-hisysmc CheckPoint 51885 - [action:""Accept""; flags:""393216""; ifdir:""inbound""; ifname:""eth5""; logid:""65536""; loguid:""{0x65e4b96a,0xd,0x898530a,0x3fffcaad}""; origin:""10.83.152.35""; originsicname:""CN=HISYSMC-FW1,O=chkmgmt-hisysmc.microclinic.in.ynni43""; sequencenum:""30""; time:""1709488394""; version:""5""; __policy_id_tag:""product=VPN-1 & FireWall-1[db_tag={1E53ABA2-E497-2049-8566-3F2EB71B4FD5};mgmt=chkmgmt-hisysmc;date=1709376413;policy_name=Standard\]""; dst:""122.186.40.50""; dst_country:""IND""; inspection_information:""Geo-location inbound enforcement""; inspection_profile:""Geo_settings_upgraded_from_Recommended_Protection""; product:""VPN-1 & FireWall-1""; protection_type:""geo_protection""; proto:""6""; s_port:""29011""; service:""8080""; src:""207.90.244.10""; src_country:""USA""]","10","3","23","2024","1","Evening","63","3","2024-03-03 23:23:14"
